Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid
Todd Frazier,Rangers,125,539,470,115,21,1,23,67,77,54,116,10,4,3,0.244,0.332,0.444,0.776,0.328,0.1,-1.1,1.4,539.6,785
Kole Calhoun,Diamondbacks,128,553,483,119,25,2,22,72,70,59,130,5,4,2,0.246,0.332,0.445,0.777,0.327,2.3,-0.2,1.3,343.1,11200
Nick Solak,Rangers,113,490,437,119,20,2,17,63,64,42,106,6,6,2,0.271,0.341,0.444,0.785,0.333,-1.9,0.2,1.3,280.6,19294
J.D. Davis,Mets,120,518,468,124,24,1,22,64,68,41,123,4,3,1,0.265,0.327,0.462,0.789,0.331,-4.5,-0.5,1.3,174,16219
Howie Kendrick,Nationals,109,349,317,95,20,1,11,44,45,24,55,4,4,2,0.299,0.353,0.47,0.823,0.347,-0.9,-0.8,1.3,445.9,4229
Jesse Winker,Reds,109,449,388,109,21,1,14,57,52,51,72,5,2,2,0.281,0.37,0.453,0.823,0.35,-2.8,-1.1,1.3,483.7,13590
Robinson Cano,Mets,117,504,461,122,29,0,15,57,59,34,80,5,0,0,0.266,0.321,0.427,0.748,0.315,-1.4,-1.5,1.3,461.2,3269
Daniel Vogelbach,Mariners,104,448,376,89,15,0,21,56,61,67,110,2,0,0,0.236,0.352,0.445,0.797,0.34,0,-0.4,1.3,539.3,14130
Ian Happ,Cubs,100,434,375,91,18,2,18,56,57,52,129,3,8,3,0.242,0.335,0.445,0.781,0.33,-3.3,0.3,1.3,322.3,17919
Hanser Alberto,Orioles,134,581,552,156,24,2,13,61,56,18,56,4,4,4,0.283,0.308,0.404,0.712,0.301,3.5,-0.9,1.3,466.2,11902
Shogo Akiyama,Reds,104,448,402,110,21,3,12,52,50,38,79,4,7,4,0.274,0.341,0.431,0.771,0.328,-1.1,-0.7,1.3,261.3,27461
Martin Maldonado,Astros,92,365,327,71,14,0,11,39,39,24,93,8,1,1,0.216,0.286,0.364,0.65,0.279,3.1,-1,1.3,562.2,6887
Ji-Man Choi,Rays,110,476,406,101,21,1,18,55,60,59,114,5,3,2,0.247,0.346,0.437,0.783,0.333,-1,-0.2,1.3,552,5452
Reese McGuire,Blue Jays,76,301,271,65,13,1,8,32,31,22,59,3,3,1,0.24,0.301,0.382,0.682,0.291,1.2,-0.1,1.3,541.9,15674
Khris Davis,Athletics,146,630,560,134,23,1,38,83,107,58,180,7,1,0,0.239,0.315,0.486,0.801,0.332,0,-1.4,1.3,175.6,9112
Starlin Castro,Nationals,120,518,484,139,26,2,17,60,71,26,89,2,3,2,0.287,0.324,0.453,0.777,0.325,-2.6,-0.8,1.3,281.8,4579
Nicky Lopez,Royals,126,546,497,133,22,4,6,59,46,38,58,4,10,4,0.268,0.323,0.364,0.687,0.298,4.2,0,1.3,558.3,19339
Ender Inciarte,Braves,112,443,398,107,19,3,8,54,40,36,65,3,13,6,0.27,0.334,0.392,0.725,0.311,2.6,1.3,1.3,483.5,4922
Austin Hedges,Padres,62,243,222,48,9,1,10,24,31,16,71,2,1,1,0.215,0.273,0.397,0.671,0.28,2,-0.2,1.3,579.5,12976
Mallex Smith,Mariners,134,581,520,130,23,8,7,67,43,46,129,7,43,12,0.25,0.319,0.362,0.681,0.296,-3,4.7,1.2,152.6,13608
Tom Murphy,Mariners,102,408,377,82,17,2,17,43,51,25,139,3,3,1,0.219,0.271,0.415,0.686,0.287,0.3,0.1,1.2,235.9,13499
Mitch Haniger,Mariners,71,308,269,67,15,1,13,41,39,31,77,5,3,1,0.251,0.337,0.459,0.796,0.336,1.1,-0.1,1.2,425,14274
Yasiel Puig,,86,371,334,88,17,1,16,46,55,31,78,3,10,4,0.265,0.33,0.471,0.8,0.335,1.1,-0.5,1.2,154.4,14225
Gregory Polanco,Pirates,126,546,484,120,29,3,22,68,71,53,128,4,10,3,0.247,0.324,0.452,0.776,0.325,-0.1,0.7,1.2,303.1,12907
Johan Camargo,Braves,102,401,366,97,22,2,13,46,52,28,79,3,1,1,0.266,0.321,0.438,0.758,0.319,1.9,-0.3,1.2,562.6,14950
David Dahl,Rockies,128,553,503,140,30,5,23,76,79,40,145,4,8,4,0.278,0.332,0.494,0.826,0.343,-2.5,0.3,1.2,149.6,13744
Corey Dickerson,Marlins,122,525,488,133,32,3,17,60,64,29,105,3,4,2,0.273,0.315,0.46,0.775,0.321,1.1,-0.7,1.2,307.3,10762
Nomar Mazara,White Sox,120,518,471,119,22,2,23,63,73,37,119,5,3,1,0.253,0.312,0.453,0.766,0.32,-0.9,-0.4,1.2,245.8,14553
Lourdes Gurriel Jr.,Blue Jays,136,588,547,143,30,2,26,74,83,28,132,7,8,5,0.262,0.303,0.462,0.765,0.319,-0.2,-0.3,1.1,158.5,19238
Alex Avila,Twins,55,218,179,37,7,0,8,23,24,36,76,1,1,0,0.208,0.342,0.376,0.718,0.31,2.2,-0.5,1.1,592.5,7476
Austin Romine,Tigers,84,333,309,79,17,0,10,36,39,18,70,2,2,0,0.256,0.298,0.409,0.707,0.299,0.5,-0.5,1.1,434.5,5491
Manuel Margot,Rays,86,371,338,84,16,4,9,43,38,27,73,2,13,5,0.25,0.307,0.401,0.708,0.3,4.1,1,1.1,486,14712
Nick Senzel,Reds,126,466,421,110,25,4,14,59,51,38,114,3,14,6,0.261,0.325,0.433,0.758,0.321,-0.4,0.2,1.1,224.4,19293
A.J. Pollock,Dodgers,107,402,365,93,20,2,16,53,54,27,85,6,8,2,0.255,0.314,0.453,0.767,0.321,-1,1.2,1.1,270.4,9256
Manny Pina,Brewers,66,262,237,57,12,1,7,26,30,18,62,4,1,0,0.242,0.304,0.391,0.695,0.296,2.7,-0.4,1.1,584.4,2829
Scott Kingery,Phillies,136,588,540,131,29,4,18,67,65,36,157,6,16,5,0.244,0.296,0.412,0.708,0.298,2.5,2.2,1.1,161.9,17975
Tucker Barnhart,Reds,89,352,308,75,16,1,8,33,38,37,71,2,1,1,0.243,0.327,0.383,0.71,0.303,4.1,-1.3,1.1,427.8,10200
Austin Barnes,Dodgers,53,211,183,42,9,1,5,24,22,23,48,4,3,1,0.228,0.324,0.364,0.688,0.298,0.4,-0.1,1.1,599.5,12158
Max Stassi,Angels,57,224,199,41,9,0,7,23,22,19,67,3,1,1,0.208,0.288,0.354,0.642,0.278,-0.5,-0.5,1.1,999,10059
Aaron Hicks,Yankees,52,224,191,46,9,1,10,31,31,29,51,1,3,1,0.241,0.34,0.442,0.783,0.333,0.1,0.3,1.1,556.1,5297
Niko Goodrum,Tigers,136,588,531,128,29,4,17,69,62,49,165,3,13,5,0.241,0.307,0.41,0.717,0.304,-5.2,1.7,1.1,298.8,12092
Avisail Garcia,Brewers,113,470,431,118,22,2,19,58,68,29,109,6,6,3,0.274,0.326,0.468,0.794,0.332,-1.1,-0.5,1,218.8,5760
Rougned Odor,Rangers,134,581,524,124,27,2,28,77,83,44,158,7,13,8,0.236,0.302,0.455,0.757,0.316,-2.4,0.5,1,235.3,12282
Victor Caratini,Cubs,76,270,239,63,13,1,8,31,32,24,55,3,1,0,0.265,0.337,0.42,0.757,0.323,-1,-0.1,1,494.9,14968
Christian Walker,Diamondbacks,123,532,472,119,25,2,23,68,74,49,139,5,5,1,0.252,0.327,0.464,0.791,0.331,0.8,0.4,1,203.2,13419
Yoenis Cespedes,Mets,78,276,248,63,12,1,14,36,42,23,68,2,2,1,0.256,0.322,0.487,0.809,0.333,0.1,0.2,1,451.8,13110
Robinson Chirinos,Rangers,92,365,310,70,15,1,14,43,45,39,106,11,1,1,0.227,0.332,0.419,0.751,0.323,-0.1,-1.3,1,306.2,3142
Justin Smoak,Brewers,113,450,380,90,18,0,22,55,65,63,107,4,0,0,0.237,0.349,0.457,0.806,0.342,-0.2,-1.8,1,500.7,9054
Ryan Braun,Brewers,107,462,420,113,24,2,20,60,69,34,94,4,8,3,0.269,0.328,0.482,0.809,0.337,-1,-0.6,1,265.5,3410
Chris Taylor,Dodgers,94,306,273,68,17,3,8,38,35,27,83,3,6,2,0.251,0.324,0.424,0.748,0.317,-1.3,1.2,1,511.6,13757
Mauricio Dubon,Giants,120,518,484,127,23,2,12,54,49,24,79,3,12,6,0.263,0.301,0.391,0.692,0.294,2.7,-0.1,0.9,481.6,16530
Tommy La Stella,Angels,89,385,343,93,15,0,11,47,44,29,46,4,1,1,0.272,0.329,0.416,0.745,0.312,1.7,-0.3,0.9,304.8,12371
Josh Reddick,Astros,92,399,362,97,16,2,11,47,47,31,56,1,4,2,0.268,0.323,0.417,0.74,0.313,0.6,0.2,0.9,569.7,3892
Yan Gomes,Nationals,71,282,253,60,13,0,10,30,36,22,71,4,1,0,0.236,0.306,0.409,0.715,0.301,1.9,-0.3,0.9,522.2,9627
Rio Ruiz,Orioles,97,420,377,91,17,2,12,45,47,38,93,1,1,1,0.243,0.312,0.396,0.708,0.302,1.6,-0.5,0.9,594.8,14103
Francisco Mejia,Padres,97,384,352,90,18,2,12,41,43,21,78,5,2,1,0.254,0.303,0.422,0.725,0.304,0.1,0,0.9,229,16403
Ryan McMahon,Rockies,128,553,495,131,27,3,21,67,76,50,153,3,6,2,0.264,0.333,0.458,0.791,0.333,-1.2,0.4,0.9,189.3,15112
Joey Wendle,Rays,73,315,289,74,16,2,5,34,31,17,60,5,8,2,0.257,0.307,0.385,0.692,0.295,2.1,0.6,0.9,570.4,13853
Matt Joyce,Marlins,110,356,300,72,15,0,12,44,35,51,75,2,2,1,0.24,0.35,0.408,0.758,0.328,-1.4,-0.5,0.9,599.7,3353
Maikel Franco,Royals,120,518,470,121,25,1,20,59,70,40,74,2,1,0,0.258,0.317,0.443,0.76,0.311,-2.8,-1,0.9,489.3,12179
Jorge Alfaro,Marlins,110,435,402,97,17,1,14,41,48,20,145,9,3,2,0.241,0.291,0.391,0.682,0.289,-1.6,-0.9,0.9,212.6,12180
Austin Nola,Mariners,110,453,407,98,20,1,10,46,44,36,96,5,3,1,0.242,0.311,0.369,0.68,0.293,1.5,0.2,0.9,575.5,15941
Tyler O'Neill,Cardinals,126,466,424,102,18,1,24,59,68,34,150,3,5,1,0.241,0.3,0.459,0.759,0.316,-0.6,0.9,0.9,510.9,15711
Willie Calhoun,Rangers,104,448,406,110,21,1,21,59,63,35,67,3,2,1,0.272,0.332,0.486,0.819,0.342,-2.8,-0.3,0.9,173,17838
Wilmer Flores,Giants,102,341,313,87,19,0,11,37,43,20,40,4,0,1,0.279,0.327,0.448,0.775,0.327,-2.1,-1.2,0.9,578.5,5827
Alex Gordon,Royals,118,511,453,114,22,1,12,57,54,42,99,11,5,2,0.251,0.328,0.386,0.714,0.307,4.8,-0.6,0.9,579.3,5209
Cameron Maybin,Tigers,109,469,413,106,22,1,10,58,45,49,108,3,15,7,0.257,0.339,0.392,0.73,0.316,-0.2,-0.2,0.9,575.6,5223
Shin-Soo Choo,Rangers,139,602,513,130,25,1,20,80,58,72,149,12,10,2,0.253,0.356,0.423,0.779,0.336,-0.3,0.5,0.9,249.9,3174
Teoscar Hernandez,Blue Jays,130,560,502,117,25,3,27,71,75,49,174,4,9,5,0.234,0.304,0.455,0.759,0.317,-1,-0.2,0.8,401.4,13066
Austin Riley,Braves,71,308,281,70,15,1,17,40,49,21,89,3,1,1,0.251,0.308,0.487,0.794,0.328,-1.4,-0.2,0.8,297.3,18360
Enrique Hernandez,Dodgers,89,285,252,61,13,1,11,36,38,28,59,2,2,0,0.241,0.318,0.436,0.755,0.317,-0.6,0.7,0.8,563.7,10472
Shed Long,Mariners,125,539,487,116,22,3,15,60,53,43,142,4,9,6,0.238,0.303,0.389,0.692,0.296,-2,-0.1,0.8,501.7,16542
Eric Thames,Nationals,110,448,387,93,20,2,22,61,63,50,137,7,4,2,0.239,0.336,0.477,0.813,0.339,-2,0,0.8,499,3711
Steven Souza Jr.,Cubs,105,335,293,69,13,2,14,41,45,36,100,4,6,2,0.236,0.325,0.438,0.763,0.324,0.1,0.9,0.8,553.6,5667
Oscar Mercado,Indians,133,574,520,132,27,3,13,71,59,39,115,7,23,11,0.253,0.311,0.391,0.703,0.301,1.2,0.6,0.8,112,16375
Jordan Luplow,Indians,68,294,257,63,14,1,11,38,40,31,69,3,4,2,0.247,0.334,0.443,0.777,0.329,2.1,-0.3,0.8,592.8,16424
Alec Bohm,Phillies,53,231,209,55,10,1,9,28,29,18,40,1,2,1,0.265,0.326,0.449,0.775,0.326,0.4,-0.1,0.8,512.8,sa3007284
Isan Diaz,Marlins,126,546,484,114,21,3,16,64,61,54,138,4,7,3,0.235,0.315,0.39,0.705,0.303,-3.2,-0.2,0.8,556.1,17922
Jedd Gyorko,Brewers,75,262,232,57,10,1,12,31,36,26,60,1,2,0,0.247,0.324,0.445,0.769,0.325,0.1,-0.4,0.8,599.9,10816
Nico Hoerner,Cubs,76,329,304,82,14,4,6,37,36,19,40,3,5,3,0.271,0.319,0.405,0.724,0.308,1.2,0,0.8,492,21479
Franklin Barreto,Athletics,70,301,274,63,13,2,11,37,37,20,94,4,6,2,0.232,0.292,0.419,0.711,0.299,0,0.7,0.8,559.6,15519
Asdrubal Cabrera,Nationals,81,278,249,67,15,1,10,34,40,24,54,2,1,0,0.269,0.337,0.452,0.789,0.333,-1.8,-0.9,0.8,508.2,4962
Danny Santana,Rangers,126,546,507,131,27,5,21,72,71,28,149,5,19,8,0.258,0.301,0.457,0.759,0.316,-3.4,1.3,0.7,139.3,10322
Anthony Santander,Orioles,130,560,520,134,28,2,21,64,72,29,114,5,4,3,0.257,0.3,0.44,0.74,0.31,0.2,-0.2,0.7,413,14551
Jarrod Dyson,Pirates,86,371,328,78,12,3,5,45,27,34,63,4,22,5,0.238,0.315,0.338,0.653,0.286,3.7,2.8,0.7,448.3,4866
Michael Chavis,Red Sox,112,483,438,108,21,1,23,59,69,36,143,5,3,1,0.246,0.308,0.456,0.765,0.32,-3.1,-0.2,0.7,249.2,17321
Jo Adell,Angels,65,280,257,66,14,1,10,32,32,17,77,3,5,1,0.257,0.31,0.429,0.738,0.312,1.7,0.4,0.7,999,sa3004837
Omar Narvaez,Brewers,91,358,314,83,13,0,13,40,41,38,65,3,0,1,0.265,0.347,0.428,0.775,0.332,-5.3,-0.7,0.7,190.4,13338
Dexter Fowler,Cardinals,123,532,454,107,22,3,16,65,58,65,129,6,8,4,0.235,0.336,0.399,0.736,0.318,-3,0.2,0.7,568.6,4062
Wil Myers,Padres,113,410,363,85,19,1,16,49,50,42,126,2,12,4,0.234,0.315,0.428,0.743,0.315,-0.5,1,0.7,284.9,10047
Jesus Aguilar,Marlins,94,406,356,87,16,0,17,47,57,41,97,3,0,0,0.245,0.326,0.436,0.761,0.322,1,-0.6,0.7,394,11342
Brian Dozier,Padres,66,207,181,43,9,1,9,26,26,22,45,2,3,1,0.237,0.326,0.437,0.763,0.323,-0.4,0,0.7,588.3,9810
Alex Dickerson,Giants,110,436,393,104,22,4,12,52,54,32,87,6,3,1,0.265,0.328,0.433,0.761,0.32,-2.4,-0.2,0.7,583.4,12649
Tyler Naquin,Indians,65,280,257,70,14,1,9,33,35,17,67,2,4,2,0.271,0.319,0.439,0.758,0.318,2.3,0.1,0.7,600.4,13359
Kevin Pillar,Red Sox,71,308,289,78,20,1,8,37,40,12,48,4,6,2,0.27,0.304,0.433,0.737,0.308,2.4,0.7,0.6,392.6,12434
Domingo Santana,Indians,89,385,337,84,17,1,17,48,52,42,126,3,5,2,0.25,0.335,0.453,0.788,0.333,-3.3,0.3,0.6,319.3,10348
Eric Sogard,Brewers,76,309,272,70,14,1,6,36,26,30,47,3,4,1,0.256,0.333,0.379,0.712,0.307,0.6,0.4,0.6,572.5,7927
Mitch Moreland,Red Sox,110,476,424,104,24,2,20,59,69,45,110,3,1,0,0.245,0.32,0.451,0.771,0.323,1.7,-1.1,0.6,572.5,3086
Derek Fisher,Blue Jays,73,315,276,63,12,2,13,40,37,33,100,2,8,3,0.228,0.315,0.427,0.743,0.315,0.5,0.3,0.6,589.4,16192
David Bote,Cubs,89,285,251,61,13,1,9,33,34,28,74,4,3,1,0.242,0.324,0.408,0.732,0.312,-0.4,0.3,0.6,573.7,14593
Dylan Carlson,Cardinals,73,315,281,70,14,3,10,37,36,28,71,3,7,3,0.249,0.321,0.425,0.746,0.315,-0.9,-0.1,0.6,292.7,sa917940
Jake Lamb,Diamondbacks,94,306,261,61,14,2,11,38,43,38,79,3,2,1,0.232,0.335,0.431,0.766,0.324,-1.4,0.6,0.6,561.8,13329
Jay Bruce,Phillies,94,266,242,58,13,1,15,33,45,21,64,1,1,1,0.242,0.304,0.493,0.797,0.329,-0.4,-0.4,0.6,591.4,9892
Mike Ford,Yankees,41,175,153,39,8,0,9,24,26,18,33,2,0,0,0.256,0.34,0.484,0.824,0.344,-0.1,-0.1,0.6,584.8,15585
Kurt Suzuki,Nationals,78,307,278,75,15,0,13,35,49,18,39,7,1,0,0.268,0.326,0.457,0.783,0.329,-4.1,-0.7,0.6,296.6,8259
Brock Holt,Brewers,100,342,299,77,15,2,6,36,35,34,71,5,4,3,0.256,0.34,0.379,0.719,0.312,-0.4,-0.7,0.6,999,9345
Kyle Higashioka,Yankees,36,141,129,29,6,0,7,17,20,9,36,1,0,0,0.225,0.279,0.428,0.706,0.295,-0.6,0,0.6,597.5,5517
JaCoby Jones,Tigers,125,539,487,110,25,5,15,61,51,38,162,9,12,5,0.227,0.292,0.389,0.681,0.29,0.2,0.8,0.6,562.7,14818
Tony Kemp,Athletics,65,280,249,64,11,3,4,32,26,23,40,3,7,3,0.259,0.327,0.378,0.705,0.304,-1,-0.4,0.6,597.5,14894
Adam Haseley,Phillies,107,462,418,105,20,2,12,50,50,32,101,6,6,3,0.252,0.313,0.395,0.708,0.302,-0.4,0.2,0.6,552,19878
Luis Rengifo,Angels,50,217,193,48,9,2,4,24,21,19,43,2,5,3,0.248,0.321,0.383,0.704,0.303,0.1,-0.3,0.6,598.6,19858
Colin Moran,Pirates,118,511,465,123,24,2,14,53,67,37,110,4,1,1,0.264,0.32,0.415,0.735,0.31,-4.5,-1.4,0.6,547.7,16909
Austin Allen,Athletics,53,212,194,47,11,0,7,24,27,13,50,2,0,0,0.244,0.297,0.413,0.709,0.298,-1.2,-0.1,0.6,575.2,18083
Brett Phillips,Royals,81,350,304,62,10,5,10,38,34,39,120,2,10,2,0.205,0.297,0.366,0.663,0.285,5.4,1.3,0.6,601,14735
Joe Panik,,53,231,206,54,11,1,4,26,22,20,23,2,2,1,0.262,0.329,0.389,0.717,0.307,-0.3,-0.2,0.5,999,11936
Freddy Galvis,Reds,136,588,545,135,27,3,16,62,67,34,133,2,6,3,0.247,0.293,0.394,0.687,0.29,0.5,0,0.5,450.7,6609
Miguel Andujar,Yankees,113,490,457,122,27,2,19,58,69,23,83,4,2,2,0.267,0.305,0.46,0.765,0.319,-3.6,-0.1,0.5,260.4,15878
Jon Berti,Marlins,70,221,197,48,8,2,4,26,18,18,49,4,11,3,0.242,0.316,0.362,0.679,0.295,1,1.2,0.5,248.7,12037
Jason Kipnis,,63,253,226,56,13,1,7,28,31,21,47,2,3,1,0.25,0.317,0.412,0.729,0.31,-0.4,0.3,0.5,588.6,9776
Aledmys Diaz,Astros,42,182,164,43,9,1,6,23,24,13,27,2,1,1,0.261,0.321,0.44,0.762,0.32,-1,-0.3,0.5,593.7,15937
Addison Russell,,29,126,112,28,6,1,4,14,15,11,29,2,1,0,0.246,0.32,0.407,0.727,0.309,1.8,0.1,0.5,598.2,14106
Eric Hosmer,Padres,141,609,553,145,26,2,22,70,81,49,134,2,3,2,0.263,0.324,0.433,0.757,0.318,-0.1,-1.4,0.5,239.7,3516
Brad Miller,Cardinals,58,172,152,36,8,1,7,20,23,17,46,1,2,1,0.238,0.317,0.446,0.763,0.321,-0.2,-0.2,0.5,600.5,12775
Francisco Cervelli,Marlins,75,266,227,53,9,1,6,26,27,30,64,7,2,1,0.232,0.337,0.36,0.697,0.307,-1.8,-0.5,0.5,599.3,5275
Jose Peraza,Red Sox,63,273,254,71,12,2,5,31,27,12,36,4,8,4,0.279,0.319,0.394,0.714,0.305,0,0.2,0.5,328.7,13593
Stephen Vogt,Diamondbacks,86,274,249,62,16,1,10,30,38,21,59,1,2,1,0.248,0.307,0.445,0.752,0.315,-2.5,-0.5,0.5,540.7,5000
Leury Garcia,White Sox,96,413,384,102,17,3,7,50,35,16,93,5,10,4,0.264,0.301,0.377,0.678,0.29,0.7,0.8,0.5,552.4,5913
Russell Martin,,29,115,97,21,3,0,3,12,11,15,28,3,1,0,0.215,0.333,0.347,0.681,0.3,-0.1,-0.4,0.5,999,4616
Nick Markakis,Braves,102,341,303,84,18,1,7,38,42,33,47,2,1,1,0.279,0.35,0.412,0.762,0.325,-1.3,-1,0.5,558.5,5930
Cam Gallagher,Royals,29,115,104,26,5,0,2,11,11,8,20,1,0,0,0.248,0.307,0.367,0.673,0.29,0.7,-0.3,0.5,600.8,12981
Jake Marisnick,Mets,92,319,291,64,14,2,11,40,35,19,96,6,9,4,0.221,0.28,0.399,0.679,0.288,1,0.9,0.5,596.1,11339
Victor Reyes,Tigers,89,385,363,98,17,4,7,43,36,16,73,1,11,4,0.271,0.303,0.394,0.697,0.295,3.1,0.3,0.4,488,15487
Tony Wolters,Rockies,97,384,335,83,17,2,4,38,37,37,68,6,1,1,0.249,0.332,0.349,0.681,0.294,4.4,-0.2,0.4,546,11470
Garrett Cooper,Marlins,84,304,276,72,14,1,9,34,35,23,73,3,0,1,0.262,0.323,0.417,0.74,0.315,0.4,-0.5,0.4,486.7,15279
Jose Osuna,Pirates,102,321,293,77,21,1,10,38,41,21,60,2,2,1,0.261,0.313,0.441,0.754,0.317,-2.2,-0.4,0.4,599.3,12937
Renato Nunez,Orioles,134,581,525,128,25,1,28,70,84,43,144,7,1,1,0.244,0.307,0.457,0.764,0.32,0,-0.4,0.4,301.5,14503
Brian Goodwin,Angels,91,392,353,84,19,2,13,47,44,32,111,3,6,2,0.237,0.303,0.411,0.714,0.302,-0.4,0.3,0.4,570.3,12858
Kevin Plawecki,Red Sox,34,135,120,30,7,0,3,14,16,11,26,3,0,0,0.246,0.32,0.39,0.71,0.304,0,-0.3,0.4,600,13807
Rowdy Tellez,Blue Jays,75,322,290,72,16,0,14,39,45,25,81,3,2,1,0.248,0.312,0.454,0.767,0.32,0.3,-0.2,0.4,547.2,15679
Michael Perez,Rays,42,166,150,34,7,0,5,18,17,14,43,1,1,1,0.227,0.292,0.369,0.661,0.284,1.6,-0.3,0.4,999,12977
Ryan Zimmerman,Nationals,91,292,264,68,14,1,13,36,44,23,61,2,1,0,0.259,0.322,0.461,0.783,0.328,-0.9,-0.1,0.4,595.8,4220
Daniel Robertson,Rays,40,175,151,35,7,1,3,19,16,18,42,4,2,1,0.232,0.328,0.349,0.678,0.299,0.3,-0.2,0.4,999,14145
Myles Straw,Astros,34,147,130,34,5,1,1,17,11,14,28,1,8,2,0.26,0.334,0.33,0.664,0.294,0.8,0.7,0.4,572.9,17620
Dustin Garneau,Astros,36,141,126,26,6,0,5,16,17,11,38,3,0,0,0.207,0.282,0.369,0.651,0.28,1,-0.2,0.4,999,9433
Daniel Murphy,Rockies,120,518,474,138,33,2,18,66,77,36,75,3,2,1,0.292,0.343,0.482,0.825,0.344,-0.9,-0.7,0.4,266.4,4316
Ramon Urias,Orioles,44,189,168,41,10,0,5,22,20,14,42,4,2,1,0.245,0.318,0.394,0.712,0.306,-0.2,-0.1,0.4,999,sa597169
Aristides Aquino,Reds,76,269,248,59,11,1,16,34,44,17,79,2,4,2,0.238,0.293,0.48,0.773,0.319,0.1,0.1,0.4,242.6,15482
D.J. Stewart,Orioles,66,287,251,61,12,1,11,35,35,29,64,4,5,3,0.242,0.326,0.425,0.751,0.319,-1.6,-0.1,0.4,600.9,17766
Chad Pinder,Athletics,39,168,153,38,8,0,6,20,21,10,43,2,1,0,0.247,0.303,0.425,0.728,0.308,1.1,-0.2,0.4,592.8,15191
Chance Sisco,Orioles,78,307,268,64,12,0,10,35,34,27,88,9,1,1,0.238,0.326,0.398,0.724,0.313,-2.9,-0.2,0.4,507.1,15694
James McCann,White Sox,50,203,185,44,8,0,6,21,24,13,55,2,1,1,0.24,0.298,0.39,0.688,0.294,1,-0.4,0.4,384.5,12859
Curt Casali,Reds,65,257,228,54,10,0,8,26,30,24,62,2,1,1,0.235,0.311,0.384,0.695,0.298,-1.1,-0.4,0.4,598.6,12510
Garrett Stubbs,Astros,34,134,120,28,6,0,3,15,13,11,27,2,3,1,0.229,0.3,0.348,0.648,0.282,1,0.3,0.4,598.8,18067
Jose Martinez,Rays,58,252,226,61,11,1,7,29,30,22,54,1,2,1,0.269,0.334,0.418,0.752,0.321,-0.1,-0.1,0.4,488.9,7996
Josh Naylor,Padres,62,206,185,49,10,0,7,24,25,18,35,1,1,1,0.262,0.33,0.427,0.758,0.321,-1,0,0.4,597.7,18839
Brendan Rodgers,Rockies,36,154,141,39,8,1,5,18,20,9,32,2,1,1,0.277,0.328,0.453,0.78,0.328,0.5,0,0.3,516.9,17907
Dee Gordon,Mariners,73,315,296,82,10,4,2,34,22,11,46,3,16,5,0.276,0.308,0.356,0.664,0.285,-1.7,1.3,0.3,293.7,8203
Robbie Grossman,Athletics,47,203,174,44,10,1,3,24,19,26,38,1,3,1,0.25,0.349,0.376,0.725,0.316,-1.2,-0.2,0.3,999,5254
Austin Slater,Giants,52,164,144,36,7,1,4,18,17,16,44,2,2,1,0.251,0.336,0.392,0.727,0.314,0,0.2,0.3,999,16153
Jed Lowrie,Mets,66,187,166,40,9,0,5,20,21,19,38,1,0,0,0.24,0.317,0.387,0.704,0.303,-0.2,-0.4,0.3,600.6,4418
Willians Astudillo,Twins,21,87,82,24,4,0,3,10,11,2,5,2,1,1,0.29,0.319,0.456,0.775,0.325,0.2,-0.2,0.3,514.2,15608
Adam Duvall,Braves,60,159,143,33,7,1,8,19,25,12,42,2,1,0,0.233,0.299,0.46,0.759,0.315,0.6,0.2,0.3,600.7,10950
Jake Rogers,Tigers,34,134,119,24,5,1,5,14,15,11,40,2,1,0,0.204,0.282,0.372,0.654,0.28,1.5,-0.1,0.3,600.7,19452
Zack Cozart,,34,147,132,32,7,1,4,17,15,12,24,2,1,0,0.243,0.309,0.395,0.705,0.301,0.6,-0.1,0.3,999,2616
Matt Beaty,Dodgers,57,165,152,41,9,0,4,19,21,10,23,2,2,1,0.269,0.32,0.425,0.745,0.315,0,0,0.3,588.1,17710
Greg Garcia,Padres,58,152,128,31,5,1,2,16,12,19,33,2,1,1,0.241,0.348,0.341,0.689,0.306,0,0.1,0.3,999,10951
Willi Castro,Tigers,37,161,148,38,7,2,3,17,16,8,35,2,3,1,0.254,0.302,0.387,0.689,0.294,-0.3,0.1,0.3,598.7,17338
Isaac Paredes,Tigers,23,98,88,23,4,0,3,11,10,7,14,1,1,0,0.259,0.323,0.408,0.731,0.313,0.1,0,0.3,999,sa920275
Christin Stewart,Tigers,105,455,400,96,20,2,17,53,56,45,114,5,1,1,0.24,0.322,0.428,0.751,0.317,-4.1,-0.5,0.3,582.8,17714
Lane Thomas,Cardinals,79,223,201,48,9,2,7,24,26,17,60,2,5,3,0.238,0.302,0.402,0.705,0.3,0.4,-0.2,0.3,591.8,16939
Josh Rojas,Diamondbacks,28,119,106,28,6,1,3,14,13,11,23,1,5,2,0.264,0.334,0.427,0.76,0.323,0.5,0,0.3,534.6,19734
Dominic Smith,Mets,83,217,198,49,10,0,7,25,26,16,51,2,1,1,0.248,0.307,0.417,0.724,0.307,-0.4,-0.2,0.3,557.9,15653
Jake Cave,Twins,36,154,140,36,7,1,5,19,19,11,45,2,1,1,0.257,0.317,0.437,0.754,0.318,-1.3,0,0.3,600.5,14477
